loan_id,dependents,education,self_employed,annual_income,requested_loan,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,dti_ratio,total_assets,loan_status_encoded
2333,3, Graduate, Yes,7700000,23100000,8,807,2900000,9800000,20400000,7000000,Approved,3.0,40100000,1
2334,2, Not Graduate, No,4400000,16500000,16,879,7800000,7500000,10300000,5400000,Approved,3.75,31000000,1
2335,1, Not Graduate, No,3100000,11200000,18,665,2000000,5400000,12000000,2500000,Approved,3.6129032258064515,21900000,1
2336,5, Not Graduate, Yes,2600000,9300000,16,697,5100000,1200000,7700000,3700000,Approved,3.576923076923077,17700000,1
2337,4, Graduate, No,5500000,21700000,14,867,5000000,8700000,15200000,3100000,Approved,3.9454545454545453,32000000,1
2338,1, Graduate, No,5700000,15500000,8,544,10500000,8700000,20900000,7000000,Rejected,2.719298245614035,47100000,0
2339,5, Graduate, No,6100000,20700000,20,482,9400000,2000000,16900000,5900000,Rejected,3.3934426229508197,34200000,0
2340,2, Graduate, No,8200000,22500000,18,857,13400000,14300000,28400000,8400000,Approved,2.7439024390243905,64500000,1
2341,1, Graduate, No,6000000,21200000,12,549,17900000,8200000,16900000,6200000,Rejected,3.533333333333333,49200000,0
2342,1, Graduate, Yes,8000000,30600000,10,720,23700000,8500000,24900000,9700000,Approved,3.825,66800000,1
2343,4, Not Graduate, No,2000000,4800000,8,302,1500000,800000,4000000,2600000,Rejected,2.4,8900000,0
2344,5, Graduate, Yes,1300000,2900000,12,669,400000,1700000,3900000,1800000,Approved,2.230769230769231,7800000,1
2345,1, Graduate, No,7000000,27100000,6,591,6700000,12200000,21500000,4900000,Approved,3.8714285714285714,45300000,1
2346,3, Graduate, No,4100000,15300000,6,440,7500000,5100000,8200000,2000000,Rejected,3.731707317073171,22800000,0
2347,3, Graduate, No,8000000,26200000,16,890,15800000,4300000,25000000,4000000,Approved,3.275,49100000,1
2348,4, Not Graduate, No,8100000,28000000,8,663,8800000,11300000,26000000,5500000,Approved,3.45679012345679,51600000,1
2349,4, Graduate, Yes,9500000,22600000,14,433,10000000,900000,23100000,13400000,Rejected,2.3789473684210525,47400000,0
2350,0, Graduate, No,9200000,22500000,10,317,14200000,17400000,28500000,10700000,Rejected,2.4456521739130435,70800000,0
2351,2, Graduate, No,3900000,14700000,16,360,2600000,200000,8300000,2900000,Rejected,3.769230769230769,14000000,0
2352,1, Graduate, No,9100000,26200000,8,727,20800000,7100000,27800000,8900000,Approved,2.879120879120879,64600000,1
2353,3, Graduate, Yes,3000000,8300000,4,685,2900000,5400000,11300000,3800000,Approved,2.7666666666666666,23400000,1
2354,4, Graduate, No,2000000,4300000,8,373,2000000,2700000,7700000,2200000,Rejected,2.15,14600000,0
2355,5, Graduate, No,6300000,14600000,8,469,13300000,10100000,24500000,3800000,Rejected,2.3174603174603177,51700000,0
2356,3, Not Graduate, Yes,4100000,10900000,8,548,8800000,5200000,13200000,4300000,Rejected,2.658536585365854,31500000,0
2357,0, Not Graduate, No,9800000,29400000,20,618,1200000,14600000,33800000,8300000,Approved,3.0,57900000,1
2358,2, Graduate, No,5200000,15400000,8,658,1200000,7500000,12800000,3200000,Approved,2.9615384615384617,24700000,1
2359,3, Graduate, No,7600000,28700000,18,781,21300000,12400000,29600000,8000000,Approved,3.776315789473684,71300000,1
2360,3, Not Graduate, No,9200000,35500000,2,715,11100000,11800000,19800000,11700000,Approved,3.858695652173913,54400000,1
2361,5, Not Graduate, No,2200000,8100000,4,409,300000,0,4900000,2400000,Rejected,3.6818181818181817,7600000,0
2362,2, Not Graduate, Yes,8300000,20600000,10,504,100000,900000,33200000,6700000,Rejected,2.4819277108433737,40900000,0
2363,3, Graduate, Yes,6100000,21600000,16,428,2900000,6100000,15100000,7200000,Rejected,3.540983606557377,31300000,0
2364,2, Graduate, No,4500000,16600000,20,704,6400000,4200000,16900000,2400000,Approved,3.688888888888889,29900000,1
2365,3, Not Graduate, No,6600000,18800000,12,834,18800000,9300000,13700000,4800000,Approved,2.8484848484848486,46600000,1
2366,4, Not Graduate, No,8900000,34900000,14,694,15400000,2800000,20600000,9100000,Approved,3.9213483146067416,47900000,1
2367,4, Graduate, Yes,3900000,13300000,20,453,9800000,500000,12300000,4700000,Rejected,3.41025641025641,27300000,0
2368,3, Graduate, Yes,8900000,35400000,14,404,22300000,7700000,26400000,5900000,Rejected,3.9775280898876404,62300000,0
2369,5, Not Graduate, No,6400000,22300000,12,776,500000,9100000,24100000,5800000,Approved,3.484375,39500000,1
2370,1, Not Graduate, Yes,9500000,28700000,16,526,24600000,4900000,31800000,6600000,Rejected,3.0210526315789474,67900000,0
2371,3, Graduate, Yes,300000,1000000,8,641,700000,200000,1100000,200000,Approved,3.3333333333333335,2200000,1
2372,5, Not Graduate, No,4100000,12300000,6,582,10900000,6100000,14100000,3500000,Approved,3.0,34600000,1
2373,2, Graduate, No,8100000,20800000,18,778,4100000,15500000,16700000,10600000,Approved,2.567901234567901,46900000,1
2374,4, Graduate, No,9900000,28400000,10,763,23700000,12700000,35800000,5800000,Approved,2.8686868686868685,78000000,1
2375,0, Not Graduate, No,4800000,19000000,12,650,7000000,1000000,15600000,4800000,Approved,3.9583333333333335,28400000,1
2376,0, Graduate, Yes,2900000,9700000,2,820,6700000,1600000,9100000,3900000,Approved,3.3448275862068964,21300000,1
2377,1, Not Graduate, Yes,3500000,13500000,12,824,8400000,3900000,11600000,4100000,Approved,3.857142857142857,28000000,1
2378,1, Not Graduate, Yes,4900000,12600000,4,718,11800000,7300000,11800000,3800000,Approved,2.5714285714285716,34700000,1
2379,2, Not Graduate, Yes,5100000,13300000,14,313,5900000,7900000,18000000,3900000,Rejected,2.607843137254902,35700000,0
2380,5, Graduate, No,7300000,26200000,10,751,1400000,12200000,26700000,10400000,Approved,3.589041095890411,50700000,1
2381,0, Graduate, Yes,200000,300000,18,520,100000,300000,600000,100000,Rejected,1.5,1100000,0
2382,2, Graduate, No,1400000,4700000,4,355,2100000,600000,4400000,1400000,Approved,3.357142857142857,8500000,1
2383,3, Graduate, Yes,8700000,33600000,14,314,7700000,10000000,21700000,6200000,Rejected,3.8620689655172415,45600000,0
2384,1, Not Graduate, Yes,2800000,5900000,20,728,1000000,3200000,10300000,1400000,Approved,2.107142857142857,15900000,1
2385,3, Graduate, Yes,9100000,30100000,14,564,26600000,7300000,22700000,8200000,Approved,3.3076923076923075,64800000,1
2386,0, Not Graduate, Yes,6800000,15300000,14,699,19900000,2600000,13900000,8300000,Approved,2.25,44700000,1
2387,0, Not Graduate, Yes,5000000,17000000,6,624,6700000,6200000,15400000,5900000,Approved,3.4,34200000,1
2388,0, Graduate, Yes,4400000,16800000,14,795,8700000,8700000,12600000,3400000,Approved,3.8181818181818183,33400000,1
2389,5, Not Graduate, Yes,8400000,18600000,20,703,2500000,7100000,28800000,9500000,Approved,2.2142857142857144,47900000,1
2390,4, Graduate, No,7800000,17300000,4,394,3600000,13100000,24300000,7200000,Rejected,2.217948717948718,48200000,0
2391,4, Graduate, Yes,4800000,9900000,14,779,5200000,9300000,18600000,2900000,Approved,2.0625,36000000,1
2392,1, Graduate, No,3200000,8800000,4,405,1000000,2600000,10700000,3400000,Rejected,2.75,17700000,0
2393,5, Graduate, Yes,2300000,6700000,16,612,6700000,3300000,8800000,2000000,Approved,2.9130434782608696,20800000,1
2394,5, Not Graduate, Yes,9200000,28100000,10,448,22300000,3300000,33200000,10700000,Rejected,3.0543478260869565,69500000,0
2395,2, Not Graduate, Yes,4700000,13700000,6,506,1300000,7900000,16700000,3500000,Rejected,2.9148936170212765,29400000,0
2396,0, Not Graduate, Yes,8000000,30400000,2,776,16600000,1400000,29100000,7800000,Approved,3.8,54900000,1
2397,1, Graduate, Yes,2600000,8600000,6,730,800000,2900000,6000000,3100000,Approved,3.3076923076923075,12800000,1
2398,3, Not Graduate, No,200000,800000,20,730,0,300000,400000,300000,Approved,4.0,1000000,1
2399,5, Graduate, No,7300000,17200000,2,345,6100000,8400000,23200000,4900000,Rejected,2.356164383561644,42600000,0
2400,4, Not Graduate, No,3300000,11800000,2,847,7800000,2400000,12100000,3000000,Approved,3.5757575757575757,25300000,1
2401,4, Not Graduate, No,8300000,23300000,20,398,18500000,11500000,17100000,9900000,Rejected,2.8072289156626504,57000000,0
2402,5, Not Graduate, Yes,4100000,9600000,2,307,8800000,7800000,8500000,3100000,Rejected,2.341463414634146,28200000,0
2403,1, Not Graduate, No,7300000,23700000,16,852,9400000,6800000,22600000,8500000,Approved,3.2465753424657535,47300000,1
2404,1, Not Graduate, No,9300000,27500000,6,364,12200000,13800000,25300000,10800000,Rejected,2.956989247311828,62100000,0
2405,2, Graduate, Yes,4300000,15200000,12,552,3400000,2100000,12700000,4800000,Approved,3.5348837209302326,23000000,1
2406,3, Not Graduate, No,2600000,8100000,2,421,4200000,3100000,6200000,2500000,Approved,3.1153846153846154,16000000,1
2407,5, Graduate, No,2900000,9800000,12,588,5900000,2300000,6800000,2900000,Approved,3.3793103448275863,17900000,1
2408,2, Graduate, Yes,900000,3500000,6,763,2300000,300000,2000000,600000,Approved,3.888888888888889,5200000,1
2409,3, Not Graduate, Yes,4900000,17500000,20,823,12600000,8700000,14300000,4800000,Approved,3.5714285714285716,40400000,1
2410,0, Graduate, No,7700000,24800000,10,642,16800000,10700000,27400000,4500000,Approved,3.220779220779221,59400000,1
2411,1, Graduate, No,4700000,16800000,12,647,10400000,8300000,10600000,3400000,Approved,3.574468085106383,32700000,1
2412,5, Not Graduate, No,3000000,8900000,20,886,2600000,1000000,10600000,2800000,Approved,2.966666666666667,17000000,1
2413,4, Not Graduate, No,9700000,26200000,4,518,26200000,0,22500000,14000000,Rejected,2.7010309278350517,62700000,0
2414,0, Graduate, Yes,6900000,26800000,20,515,10800000,2500000,16700000,8300000,Rejected,3.8840579710144927,38300000,0
2415,2, Not Graduate, Yes,3800000,12400000,8,340,1800000,2600000,9700000,2600000,Rejected,3.263157894736842,16700000,0
2416,3, Not Graduate, Yes,600000,1700000,14,521,0,1000000,1700000,600000,Rejected,2.8333333333333335,3300000,0
2417,2, Not Graduate, Yes,1200000,2900000,12,330,400000,1600000,3800000,600000,Rejected,2.4166666666666665,6400000,0
2418,4, Not Graduate, Yes,7800000,26800000,2,474,8900000,11200000,18400000,5600000,Approved,3.4358974358974357,44100000,1
2419,0, Not Graduate, No,9000000,35100000,6,898,500000,16200000,20700000,9100000,Approved,3.9,46500000,1
2420,1, Not Graduate, No,2800000,9100000,12,436,3600000,500000,7800000,3600000,Rejected,3.25,15500000,0
2421,1, Not Graduate, No,7800000,21300000,10,326,22800000,10700000,18500000,4500000,Rejected,2.730769230769231,56500000,0
2422,4, Graduate, Yes,4700000,9500000,18,876,11800000,6600000,18000000,4100000,Approved,2.021276595744681,40500000,1
2423,2, Graduate, No,4600000,17500000,20,597,11400000,6100000,14100000,4100000,Approved,3.8043478260869565,35700000,1
2424,4, Graduate, No,5100000,16100000,14,436,11400000,2700000,13100000,6700000,Rejected,3.156862745098039,33900000,0
2425,3, Not Graduate, Yes,6100000,22800000,18,640,16800000,7300000,19600000,6000000,Approved,3.737704918032787,49700000,1
2426,0, Not Graduate, No,6000000,22900000,16,302,12200000,6500000,17700000,7100000,Rejected,3.816666666666667,43500000,0
2427,2, Not Graduate, No,8400000,23200000,16,476,15200000,5400000,18700000,8600000,Rejected,2.761904761904762,47900000,0
2428,2, Graduate, No,9300000,22000000,14,393,4300000,3800000,28400000,13900000,Rejected,2.3655913978494625,50400000,0
2429,0, Graduate, No,4200000,10300000,10,506,9300000,4500000,12400000,6000000,Rejected,2.4523809523809526,32200000,0
2430,3, Graduate, No,9600000,37800000,10,418,6700000,5500000,34900000,11300000,Rejected,3.9375,58400000,0
2431,3, Graduate, No,5600000,13400000,6,865,14900000,9700000,12300000,6000000,Approved,2.392857142857143,42900000,1
2432,4, Graduate, No,7800000,28600000,2,703,500000,12400000,29500000,10500000,Approved,3.6666666666666665,52900000,1
2433,2, Graduate, Yes,4500000,12600000,2,568,6900000,3900000,17800000,2900000,Approved,2.8,31500000,1
2434,3, Graduate, No,2400000,5900000,2,425,1100000,500000,7400000,2500000,Rejected,2.4583333333333335,11500000,0
2435,0, Not Graduate, No,3900000,11300000,12,305,5000000,5900000,8800000,2100000,Rejected,2.8974358974358974,21800000,0
2436,5, Graduate, Yes,9600000,20600000,6,456,17300000,11000000,21700000,11600000,Rejected,2.1458333333333335,61600000,0
2437,4, Not Graduate, No,900000,2600000,2,602,600000,800000,3200000,1000000,Approved,2.888888888888889,5600000,1
2438,3, Graduate, Yes,1100000,3800000,20,814,1400000,1500000,3200000,1100000,Approved,3.4545454545454546,7200000,1
2439,4, Not Graduate, No,6400000,24900000,2,640,10000000,5700000,18700000,6300000,Approved,3.890625,40700000,1
2440,2, Graduate, No,4600000,15000000,4,817,7200000,2400000,13000000,6600000,Approved,3.260869565217391,29200000,1
2441,4, Graduate, No,7600000,29800000,20,361,13800000,5800000,15300000,5900000,Rejected,3.9210526315789473,40800000,0
2442,5, Not Graduate, No,6800000,20100000,14,839,1900000,600000,15600000,7500000,Approved,2.9558823529411766,25600000,1
2443,5, Graduate, No,7100000,27000000,20,592,5100000,9600000,20200000,7600000,Approved,3.8028169014084505,42500000,1
2444,4, Not Graduate, Yes,6700000,24700000,6,498,12900000,700000,18800000,8400000,Rejected,3.6865671641791047,40800000,0
2445,5, Not Graduate, Yes,5800000,12400000,6,847,5100000,9000000,14100000,7600000,Approved,2.1379310344827585,35800000,1
2446,0, Graduate, Yes,8600000,29400000,16,643,1000000,14100000,33000000,12300000,Approved,3.4186046511627906,60400000,1
2447,0, Graduate, Yes,3500000,10600000,4,389,8300000,4800000,9100000,2500000,Approved,3.0285714285714285,24700000,1
2448,2, Graduate, Yes,4800000,17500000,20,381,400000,6900000,13400000,7000000,Rejected,3.6458333333333335,27700000,0
2449,5, Graduate, Yes,6100000,14400000,16,400,9200000,2800000,23800000,5600000,Rejected,2.360655737704918,41400000,0
2450,5, Graduate, Yes,5200000,12700000,16,718,11700000,100000,18100000,7200000,Approved,2.4423076923076925,37100000,1
2451,5, Not Graduate, Yes,4100000,12400000,8,309,8200000,1000000,13000000,3300000,Rejected,3.024390243902439,25500000,0
2452,5, Not Graduate, No,3200000,7400000,2,838,2200000,2900000,10200000,3600000,Approved,2.3125,18900000,1
2453,3, Not Graduate, Yes,7500000,21600000,14,678,8800000,12100000,20100000,11200000,Approved,2.88,52200000,1
2454,2, Not Graduate, Yes,1500000,4500000,14,826,3200000,1700000,4600000,1600000,Approved,3.0,11100000,1
2455,4, Graduate, Yes,1200000,3100000,16,348,1200000,2200000,3500000,1700000,Rejected,2.5833333333333335,8600000,0
2456,1, Graduate, Yes,8400000,19700000,6,476,24700000,16500000,31800000,12100000,Rejected,2.3452380952380953,85100000,0
2457,0, Not Graduate, Yes,7900000,26300000,8,666,4600000,9200000,18400000,11800000,Approved,3.329113924050633,44000000,1
2458,1, Graduate, Yes,2100000,4300000,20,896,100000,2300000,7500000,2300000,Approved,2.0476190476190474,12200000,1
2459,2, Graduate, No,2500000,7000000,20,547,800000,1200000,5200000,2300000,Rejected,2.8,9500000,0
2460,2, Not Graduate, Yes,3700000,13900000,2,405,5900000,3200000,9100000,5500000,Approved,3.7567567567567566,23700000,1
2461,5, Graduate, No,1100000,4000000,16,498,400000,100000,2300000,700000,Rejected,3.6363636363636362,3500000,0
2462,5, Graduate, No,6500000,24800000,8,779,7000000,9600000,15700000,8800000,Approved,3.8153846153846156,41100000,1
2463,0, Not Graduate, Yes,8200000,31500000,8,403,11500000,8800000,19000000,6100000,Rejected,3.841463414634146,45400000,0
2464,2, Not Graduate, No,5000000,12400000,8,709,11300000,6800000,13300000,4200000,Approved,2.48,35600000,1
2465,1, Not Graduate, No,1500000,6000000,6,507,2600000,2700000,4800000,1900000,Rejected,4.0,12000000,0
2466,5, Not Graduate, No,3700000,9100000,18,368,3400000,2400000,8400000,3300000,Rejected,2.4594594594594597,17500000,0
2467,3, Graduate, Yes,4100000,14600000,16,760,4700000,6600000,14900000,3000000,Approved,3.5609756097560976,29200000,1
2468,2, Not Graduate, No,7200000,16800000,6,796,6600000,6100000,14400000,9800000,Approved,2.3333333333333335,36900000,1
2469,1, Graduate, No,2000000,5000000,6,876,500000,2900000,5800000,1500000,Approved,2.5,10700000,1
2470,3, Not Graduate, No,2000000,4700000,14,673,800000,3400000,5900000,1500000,Approved,2.35,11600000,1
2471,1, Graduate, Yes,5100000,11500000,4,747,5000000,8900000,14100000,7000000,Approved,2.2549019607843137,35000000,1
2472,1, Not Graduate, No,6000000,13600000,12,589,9000000,300000,12600000,7100000,Approved,2.2666666666666666,29000000,1
2473,1, Graduate, No,4900000,18100000,8,382,13600000,400000,15500000,2400000,Rejected,3.693877551020408,31900000,0
2474,3, Not Graduate, Yes,900000,2300000,12,900,1300000,0,3300000,1100000,Approved,2.5555555555555554,5700000,1
2475,1, Graduate, Yes,7500000,25000000,18,628,3500000,2200000,21700000,4700000,Approved,3.3333333333333335,32100000,1
2476,2, Graduate, No,6400000,25000000,12,667,13500000,5500000,25500000,5400000,Approved,3.90625,49900000,1
2477,2, Graduate, Yes,8700000,26400000,2,778,8500000,2400000,28800000,10300000,Approved,3.0344827586206895,50000000,1
2478,4, Graduate, Yes,7300000,17200000,18,831,18500000,4300000,23000000,5200000,Approved,2.356164383561644,51000000,1
2479,5, Graduate, No,7400000,27100000,4,320,19800000,14600000,25200000,9400000,Approved,3.6621621621621623,69000000,1
2480,2, Graduate, No,2700000,9300000,16,656,7700000,2500000,6400000,3600000,Approved,3.4444444444444446,20200000,1
2481,3, Graduate, No,3400000,8900000,6,896,4200000,4800000,10200000,4200000,Approved,2.6176470588235294,23400000,1
2482,3, Not Graduate, Yes,2100000,7400000,4,320,3300000,2700000,6300000,2200000,Approved,3.5238095238095237,14500000,1
2483,2, Not Graduate, No,3100000,10500000,10,751,5500000,5900000,9000000,1600000,Approved,3.3870967741935485,22000000,1
2484,5, Not Graduate, No,4700000,17400000,2,523,10600000,7000000,10900000,5200000,Approved,3.702127659574468,33700000,1
2485,5, Graduate, No,3100000,10500000,6,584,7700000,2100000,10900000,2900000,Approved,3.3870967741935485,23600000,1
2486,2, Not Graduate, No,5700000,20400000,2,630,3000000,3100000,22600000,2900000,Approved,3.5789473684210527,31600000,1
2487,3, Graduate, Yes,2300000,8000000,14,472,4400000,3300000,7700000,1800000,Rejected,3.4782608695652173,17200000,0
2488,0, Not Graduate, Yes,6600000,18500000,16,802,14600000,1100000,21800000,9700000,Approved,2.803030303030303,47200000,1
2489,2, Graduate, Yes,2700000,6400000,18,547,5000000,1700000,9200000,1700000,Rejected,2.3703703703703702,17600000,0
2490,1, Not Graduate, Yes,800000,2800000,16,726,2000000,1300000,3100000,1200000,Approved,3.5,7600000,1
2491,1, Graduate, No,6600000,18500000,8,712,2300000,3200000,24400000,7600000,Approved,2.803030303030303,37500000,1
2492,3, Graduate, No,3900000,10700000,6,790,10600000,1900000,12500000,2700000,Approved,2.7435897435897436,27700000,1
2493,5, Not Graduate, No,200000,600000,16,396,0,0,500000,200000,Rejected,3.0,700000,0
2494,3, Graduate, No,2000000,4200000,6,831,1300000,1700000,6900000,1200000,Approved,2.1,11100000,1
2495,2, Graduate, Yes,9100000,20900000,20,632,4200000,400000,30000000,13200000,Approved,2.2967032967032965,47800000,1
2496,3, Graduate, No,4700000,10800000,8,527,13300000,3100000,13600000,4800000,Rejected,2.297872340425532,34800000,0
2497,3, Not Graduate, Yes,3200000,11100000,6,708,8900000,5700000,8100000,1500000,Approved,3.46875,24200000,1
2498,2, Not Graduate, No,1700000,4200000,14,829,200000,1600000,4600000,1600000,Approved,2.4705882352941178,8000000,1
2499,1, Not Graduate, No,2600000,8100000,12,854,4500000,5100000,6300000,2500000,Approved,3.1153846153846154,18400000,1
2500,3, Not Graduate, Yes,2700000,6700000,14,899,2400000,4200000,6000000,2000000,Approved,2.4814814814814814,14600000,1
2501,0, Not Graduate, Yes,3600000,13400000,6,589,3600000,0,11200000,4000000,Approved,3.7222222222222223,18800000,1
2502,4, Graduate, Yes,7200000,26000000,6,571,4700000,0,22600000,4200000,Approved,3.611111111111111,31500000,1
2503,2, Not Graduate, Yes,2500000,6400000,6,708,6900000,200000,9900000,3500000,Approved,2.56,20500000,1
2504,2, Not Graduate, No,5500000,19600000,16,328,2400000,4800000,10900000,3700000,Rejected,3.5636363636363635,21800000,0
2505,3, Graduate, Yes,9200000,33500000,8,564,20800000,15200000,29800000,11400000,Approved,3.641304347826087,77200000,1
2506,3, Not Graduate, No,9000000,19000000,8,693,18300000,4500000,29600000,7200000,Approved,2.111111111111111,59600000,1
2507,4, Not Graduate, Yes,5900000,15000000,14,626,16400000,4600000,17600000,8200000,Approved,2.542372881355932,46800000,1
2508,4, Graduate, No,5600000,15600000,12,470,9900000,10700000,14600000,7000000,Rejected,2.7857142857142856,42200000,0
2509,2, Not Graduate, Yes,3200000,12500000,8,849,400000,5300000,10400000,4400000,Approved,3.90625,20500000,1
2510,5, Not Graduate, No,9100000,27800000,16,547,21900000,7000000,31900000,9400000,Rejected,3.0549450549450547,70200000,0
2511,0, Not Graduate, Yes,4600000,15100000,2,417,5600000,3900000,11800000,6600000,Approved,3.282608695652174,27900000,1
2512,4, Graduate, No,7300000,14900000,2,358,13600000,12300000,20400000,7300000,Rejected,2.041095890410959,53600000,0
2513,5, Not Graduate, Yes,1300000,3100000,16,826,200000,1700000,5100000,1400000,Approved,2.3846153846153846,8400000,1
2514,0, Not Graduate, No,1800000,4200000,6,836,1300000,1900000,6800000,2000000,Approved,2.3333333333333335,12000000,1
2515,3, Graduate, No,500000,1700000,10,509,400000,300000,1400000,300000,Rejected,3.4,2400000,0
2516,2, Not Graduate, Yes,5700000,20500000,20,581,15200000,7800000,11400000,8500000,Approved,3.5964912280701755,42900000,1
2517,4, Graduate, No,300000,1100000,4,359,100000,0,1000000,200000,Approved,3.6666666666666665,1300000,1
2518,5, Graduate, Yes,2100000,7100000,10,517,1200000,2900000,5400000,1400000,Rejected,3.380952380952381,10900000,0
2519,1, Not Graduate, Yes,5700000,20100000,14,442,11700000,7300000,17900000,6500000,Rejected,3.526315789473684,43400000,0
2520,1, Not Graduate, Yes,1100000,2700000,16,346,1900000,300000,2200000,800000,Rejected,2.4545454545454546,5200000,0
2521,5, Graduate, No,9300000,34000000,6,742,4200000,600000,32800000,8200000,Approved,3.6559139784946235,45800000,1
2522,1, Graduate, Yes,3500000,8100000,10,626,7100000,5500000,7200000,2900000,Approved,2.3142857142857145,22700000,1
2523,0, Not Graduate, Yes,8200000,28800000,4,619,9000000,1100000,23000000,6300000,Approved,3.5121951219512195,39400000,1
2524,2, Not Graduate, Yes,7500000,17900000,20,734,9100000,5500000,23000000,4900000,Approved,2.3866666666666667,42500000,1
2525,1, Graduate, Yes,7000000,25600000,6,420,15100000,11500000,15300000,8700000,Rejected,3.657142857142857,50600000,0
2526,5, Not Graduate, Yes,3900000,8300000,18,600,3900000,600000,10400000,5600000,Approved,2.128205128205128,20500000,1
2527,3, Graduate, Yes,4700000,13200000,12,440,4000000,3300000,16600000,4300000,Rejected,2.8085106382978724,28200000,0
2528,5, Not Graduate, Yes,1700000,5200000,16,820,1700000,1200000,4000000,1000000,Approved,3.0588235294117645,7900000,1
2529,0, Graduate, No,2500000,7800000,8,437,5800000,0,5800000,3300000,Rejected,3.12,14900000,0
2530,1, Not Graduate, Yes,400000,1400000,12,468,700000,0,1500000,400000,Rejected,3.5,2600000,0
2531,0, Not Graduate, Yes,2400000,9100000,8,368,2200000,200000,5600000,3300000,Rejected,3.7916666666666665,11300000,0
2532,4, Graduate, No,5700000,21900000,2,871,3200000,1700000,14400000,6100000,Approved,3.8421052631578947,25400000,1
2533,1, Graduate, No,9800000,37900000,4,816,21800000,12200000,26100000,8500000,Approved,3.86734693877551,68600000,1
2534,5, Graduate, No,9000000,32800000,4,773,10600000,4100000,18900000,11500000,Approved,3.6444444444444444,45100000,1
2535,3, Not Graduate, No,800000,3000000,14,576,1200000,1300000,2600000,400000,Approved,3.75,5500000,1
2536,1, Graduate, No,1600000,4500000,14,673,1900000,2700000,3700000,1300000,Approved,2.8125,9600000,1
2537,0, Graduate, Yes,9800000,34100000,20,760,21500000,9400000,33400000,13600000,Approved,3.479591836734694,77900000,1
2538,5, Not Graduate, Yes,2900000,7500000,12,678,3400000,3000000,10900000,3700000,Approved,2.586206896551724,21000000,1
2539,4, Not Graduate, Yes,3900000,12000000,14,893,6000000,4700000,12900000,5200000,Approved,3.076923076923077,28800000,1
2540,0, Graduate, Yes,3300000,9000000,18,754,6100000,3900000,6900000,4700000,Approved,2.727272727272727,21600000,1
2541,3, Graduate, Yes,700000,2200000,8,617,1600000,400000,2400000,900000,Approved,3.142857142857143,5300000,1
2542,3, Not Graduate, Yes,8400000,29500000,20,661,14600000,3400000,28900000,10900000,Approved,3.511904761904762,57800000,1
2543,1, Graduate, Yes,4000000,12100000,12,356,10500000,2500000,15600000,5000000,Rejected,3.025,33600000,0
2544,0, Not Graduate, Yes,1900000,6300000,16,811,1100000,100000,5100000,1900000,Approved,3.3157894736842106,8200000,1
2545,0, Not Graduate, No,3900000,14600000,2,730,9200000,4000000,14600000,5400000,Approved,3.7435897435897436,33200000,1
2546,5, Not Graduate, No,7400000,18000000,2,792,5300000,9400000,19900000,5300000,Approved,2.4324324324324325,39900000,1
2547,5, Not Graduate, Yes,5900000,16000000,6,798,15900000,5000000,12300000,3100000,Approved,2.711864406779661,36300000,1
2548,2, Not Graduate, No,1400000,2900000,12,490,600000,1600000,5500000,1300000,Rejected,2.0714285714285716,9000000,0
2549,2, Graduate, Yes,1800000,5500000,6,448,2900000,300000,5600000,1300000,Rejected,3.0555555555555554,10100000,0
2550,0, Graduate, Yes,1000000,3100000,6,525,1900000,1700000,2800000,1400000,Rejected,3.1,7800000,0
2551,1, Graduate, No,7400000,19200000,20,415,2200000,4800000,29200000,7000000,Rejected,2.5945945945945947,43200000,0
2552,5, Graduate, No,2700000,10600000,16,496,800000,2900000,9700000,2400000,Rejected,3.925925925925926,15800000,0
2553,1, Not Graduate, Yes,3600000,13100000,8,543,2900000,100000,9900000,2700000,Rejected,3.638888888888889,15600000,0
2554,5, Graduate, No,7000000,18400000,12,520,4700000,11900000,17000000,3800000,Rejected,2.6285714285714286,37400000,0
2555,4, Not Graduate, Yes,5000000,18000000,14,307,5300000,5600000,12800000,3300000,Rejected,3.6,27000000,0
2556,2, Graduate, No,1800000,5700000,14,502,1400000,1100000,4400000,1300000,Rejected,3.1666666666666665,8200000,0
2557,2, Graduate, Yes,4700000,12000000,6,505,3400000,3800000,18000000,2300000,Rejected,2.5531914893617023,27500000,0
2558,2, Not Graduate, Yes,6700000,23100000,4,304,14400000,7100000,24300000,10000000,Approved,3.4477611940298507,55800000,1
2559,5, Not Graduate, No,5800000,17500000,10,719,5800000,1900000,12400000,3100000,Approved,3.0172413793103448,23200000,1
2560,0, Graduate, Yes,5900000,22700000,18,855,13400000,6300000,14500000,4000000,Approved,3.847457627118644,38200000,1
2561,4, Not Graduate, No,6000000,15800000,18,593,6800000,4800000,13200000,6400000,Approved,2.6333333333333333,31200000,1
2562,1, Not Graduate, Yes,700000,1400000,10,523,700000,1100000,1600000,900000,Rejected,2.0,4300000,0
2563,0, Not Graduate, Yes,3700000,13100000,14,385,10600000,6800000,9200000,4900000,Rejected,3.5405405405405403,31500000,0
2564,0, Graduate, Yes,7100000,19300000,6,783,3900000,4800000,21800000,5000000,Approved,2.7183098591549295,35500000,1
2565,5, Graduate, Yes,1100000,3900000,2,538,400000,1300000,4300000,1600000,Approved,3.5454545454545454,7600000,1
